Attrition_Flag,Customer_Age,Gender,Education_Level,Card_Category,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Income_Category_final,customer
Existing Customer,56,M,Graduate,Blue,897,0.767,4059,80,0.778,0.053,FirstClass,Customer N_6001
Attrited Customer,42,F,High School,Blue,0,0.577,2465,42,0.355,0,SecondClass,Customer N_6002
Existing Customer,43,M,Uneducated,Blue,1349,0.81,4277,71,0.69,0.29,FirstClass,Customer N_6003
Attrited Customer,44,M,Graduate,Blue,0,0.654,2740,52,0.625,0,SecondClass,Customer N_6004
Existing Customer,33,F,Graduate,Blue,2054,0.735,4833,85,0.667,0.675,SecondClass,Customer N_6005
Existing Customer,53,F,Graduate,Blue,913,0.917,4952,82,0.745,0.198,SecondClass,Customer N_6006
Existing Customer,44,M,Graduate,Blue,461,0.58,4244,96,0.778,0.167,SecondClass,Customer N_6007
Existing Customer,54,F,Graduate,Blue,0,0.811,4751,93,0.86,0,SecondClass,Customer N_6008
Existing Customer,50,F,Post-Graduate,Blue,1335,0.781,4906,89,0.561,0.399,SecondClass,Customer N_6009
Existing Customer,40,M,High School,Blue,1427,0.706,3699,64,0.488,0.041,FirstClass,Customer N_6010
Existing Customer,41,F,Graduate,Blue,1764,1.026,4531,73,0.738,0.19,SecondClass,Customer N_6011
Existing Customer,47,M,High School,Blue,727,0.533,3415,84,0.556,0.077,SecondClass,Customer N_6012
Existing Customer,44,M,College,Blue,847,0.765,4121,81,0.723,0.091,SecondClass,Customer N_6013
Existing Customer,34,M,College,Blue,1656,0.6,3339,51,0.962,0.222,SecondClass,Customer N_6014
Attrited Customer,39,F,High School,Blue,0,0.583,2216,44,0.833,0,SecondClass,Customer N_6015
Existing Customer,58,M,High School,Blue,1952,0.699,4431,68,0.581,0.195,FirstClass,Customer N_6016
Existing Customer,42,F,Graduate,Blue,1081,0.619,3889,80,0.86,0.461,SecondClass,Customer N_6017
Existing Customer,48,F,Uneducated,Blue,1734,0.754,4540,78,0.857,0.564,SecondClass,Customer N_6018
Attrited Customer,52,F,Graduate,Blue,0,0.624,2253,48,0.455,0,SecondClass,Customer N_6019
Attrited Customer,42,F,Graduate,Blue,0,0.663,2418,48,0.778,0,SecondClass,Customer N_6020
Attrited Customer,43,F,College,Blue,0,0.2,1664,39,0.5,0,SecondClass,Customer N_6021
Attrited Customer,37,F,Post-Graduate,Blue,2517,0,1339,32,0,0.779,SecondClass,Customer N_6022
Existing Customer,55,F,Graduate,Blue,1168,0.701,4562,67,0.634,0.669,SecondClass,Customer N_6023
Existing Customer,53,F,College,Blue,2057,0.858,4518,93,0.788,0.952,SecondClass,Customer N_6024
Existing Customer,55,F,Graduate,Blue,1423,0.551,4153,77,0.925,0.539,SecondClass,Customer N_6025
Existing Customer,56,M,College,Blue,1433,0.64,4493,79,0.881,0.14,FirstClass,Customer N_6026
Existing Customer,52,F,Uneducated,Blue,0,0.812,4803,83,0.804,0,SecondClass,Customer N_6027
Attrited Customer,53,F,Graduate,Blue,1030,0.609,1985,38,0.407,0.716,SecondClass,Customer N_6028
Existing Customer,56,M,High School,Blue,2051,0.999,3719,69,0.643,0.253,FirstClass,Customer N_6029
Attrited Customer,49,F,Uneducated,Blue,0,0.424,2138,41,0.577,0,SecondClass,Customer N_6030
Attrited Customer,43,M,College,Blue,0,0.618,2120,43,0.593,0,FirstClass,Customer N_6031
Existing Customer,45,F,College,Blue,0,0.729,5025,85,0.735,0,SecondClass,Customer N_6032
Attrited Customer,36,F,Uneducated,Blue,458,0.543,2383,39,0.444,0.312,SecondClass,Customer N_6033
Existing Customer,45,M,Graduate,Blue,2517,0.572,4317,72,0.714,0.817,FirstClass,Customer N_6034
Existing Customer,54,F,Graduate,Blue,2033,0.642,4349,90,0.731,0.67,SecondClass,Customer N_6035
Existing Customer,49,F,Doctorate,Blue,0,0.962,4918,63,0.75,0,SecondClass,Customer N_6036
Attrited Customer,54,F,Graduate,Blue,0,0.856,2660,41,0.323,0,SecondClass,Customer N_6037
Existing Customer,43,F,Graduate,Blue,0,0.73,4570,82,0.952,0,SecondClass,Customer N_6038
Existing Customer,49,M,High School,Blue,1587,0.605,4410,86,0.72,0.073,FirstClass,Customer N_6039
Attrited Customer,53,F,High School,Blue,2517,0.47,2115,42,0.448,0.642,SecondClass,Customer N_6040
Existing Customer,52,M,Uneducated,Blue,0,0.71,3332,64,0.882,0,FirstClass,Customer N_6041
Existing Customer,29,F,Graduate,Blue,0,0.734,4769,84,0.826,0,SecondClass,Customer N_6042
Existing Customer,50,F,Graduate,Blue,2517,0.586,4148,83,0.66,0.766,SecondClass,Customer N_6043
Attrited Customer,49,F,High School,Blue,0,0.601,2227,41,0.464,0,SecondClass,Customer N_6044
Existing Customer,51,M,Uneducated,Blue,0,0.585,4498,94,0.649,0,SecondClass,Customer N_6045
Existing Customer,47,M,High School,Blue,1752,0.624,3738,77,0.604,0.616,SecondClass,Customer N_6046
Existing Customer,58,F,Graduate,Blue,0,0.735,4401,65,0.667,0,SecondClass,Customer N_6047
Attrited Customer,42,F,College,Blue,0,0.453,2055,46,0.314,0,SecondClass,Customer N_6048
Existing Customer,48,F,High School,Blue,1539,0.94,4926,89,0.816,0.581,SecondClass,Customer N_6049
Existing Customer,61,F,Graduate,Blue,1441,0.704,4838,85,0.735,0.554,SecondClass,Customer N_6050
Existing Customer,56,M,Graduate,Blue,1134,0.636,5255,77,0.833,0.6,SecondClass,Customer N_6051
Attrited Customer,46,F,Graduate,Blue,2450,0.629,2450,49,0.531,0.85,SecondClass,Customer N_6052
Existing Customer,42,F,College,Blue,1896,0.739,3891,81,1.025,0.671,SecondClass,Customer N_6053
Existing Customer,48,F,Uneducated,Blue,2517,0.57,4175,77,1.026,0.615,SecondClass,Customer N_6054
Attrited Customer,34,F,Graduate,Blue,0,0.713,2312,35,0.25,0,SecondClass,Customer N_6055
Existing Customer,42,F,Graduate,Blue,0,0.665,4511,76,0.767,0,SecondClass,Customer N_6056
Existing Customer,54,F,High School,Blue,1313,0.929,4904,82,0.673,0.595,SecondClass,Customer N_6057
Existing Customer,41,F,Graduate,Blue,2150,0.657,4377,84,0.867,0.744,SecondClass,Customer N_6058
Attrited Customer,51,F,Graduate,Blue,0,0.707,2520,40,0.429,0,SecondClass,Customer N_6059
Existing Customer,56,M,Graduate,Blue,2055,0.703,5051,83,0.66,0.284,FirstClass,Customer N_6060
Existing Customer,57,F,College,Blue,953,0.868,4304,81,0.761,0.462,SecondClass,Customer N_6061
Existing Customer,58,F,Graduate,Blue,1233,0.859,5270,78,1,0.223,SecondClass,Customer N_6062
Existing Customer,59,F,College,Blue,1127,0.623,4251,76,0.767,0.426,SecondClass,Customer N_6063
Existing Customer,56,F,Uneducated,Blue,1427,0.563,4466,85,0.889,0.408,SecondClass,Customer N_6064
Existing Customer,42,F,High School,Blue,0,0.879,4986,79,0.795,0,SecondClass,Customer N_6065
Attrited Customer,56,M,Graduate,Blue,0,0.426,2361,41,0.464,0,FirstClass,Customer N_6066
Attrited Customer,47,F,Graduate,Gold,897,0.494,2315,43,0.303,0.059,SecondClass,Customer N_6067
Existing Customer,42,M,Graduate,Blue,2039,0.68,4026,53,0.828,0.412,SecondClass,Customer N_6068
Existing Customer,50,M,Uneducated,Blue,1333,0.463,5002,60,0.5,0.06,FirstClass,Customer N_6069
Existing Customer,27,F,College,Blue,0,0.691,5176,91,0.784,0,SecondClass,Customer N_6070
Existing Customer,38,M,High School,Blue,1163,0.557,4185,80,0.778,0.521,SecondClass,Customer N_6071
Existing Customer,52,F,Post-Graduate,Blue,0,0.769,4643,76,0.617,0,SecondClass,Customer N_6072
Existing Customer,59,M,High School,Blue,1149,0.597,4455,85,0.604,0.303,SecondClass,Customer N_6073
Existing Customer,33,M,High School,Blue,1429,0.682,4069,66,0.737,0.224,SecondClass,Customer N_6074
Existing Customer,48,F,Doctorate,Blue,1514,0.57,4117,69,0.643,0.592,SecondClass,Customer N_6075
Existing Customer,53,M,Graduate,Silver,1198,0.615,4826,70,0.667,0.035,FirstClass,Customer N_6076
Existing Customer,41,F,Graduate,Blue,0,0.824,4897,96,0.778,0,SecondClass,Customer N_6077
Existing Customer,50,F,Uneducated,Blue,1675,0.648,4203,73,0.872,0.677,SecondClass,Customer N_6078
Existing Customer,34,F,Graduate,Blue,1680,0.579,3776,84,0.826,0.418,SecondClass,Customer N_6079
Existing Customer,59,F,Graduate,Blue,941,0.717,4833,77,0.75,0.268,SecondClass,Customer N_6080
Attrited Customer,57,F,High School,Blue,1900,0.845,2447,47,0.621,0.81,SecondClass,Customer N_6081
Attrited Customer,49,F,Uneducated,Blue,0,0.482,2241,36,0.8,0,SecondClass,Customer N_6082
Existing Customer,44,F,High School,Blue,1528,0.664,3805,79,0.795,0.733,SecondClass,Customer N_6083
Attrited Customer,47,F,Graduate,Blue,2517,0.748,2751,49,1.042,0.795,SecondClass,Customer N_6084
Existing Customer,52,F,High School,Blue,1981,0.55,4758,81,0.723,0.879,SecondClass,Customer N_6085
Attrited Customer,49,F,Uneducated,Blue,2283,0.751,2386,49,0.485,0.86,SecondClass,Customer N_6086
Existing Customer,54,M,High School,Blue,1525,0.828,4765,76,0.767,0.073,FirstClass,Customer N_6087
Existing Customer,41,M,College,Blue,706,0.814,4772,76,0.9,0.214,FirstClass,Customer N_6088
Existing Customer,45,F,High School,Blue,0,0.77,4289,72,0.674,0,SecondClass,Customer N_6089
Existing Customer,42,M,Graduate,Blue,1339,0.668,4070,76,0.49,0.158,FirstClass,Customer N_6090
Existing Customer,53,F,College,Blue,1342,1.06,4428,80,0.778,0.645,SecondClass,Customer N_6091
Existing Customer,53,M,Uneducated,Blue,0,0.895,4722,81,0.841,0,SecondClass,Customer N_6092
Existing Customer,38,F,College,Blue,1405,0.843,4267,75,0.596,0.411,SecondClass,Customer N_6093
Existing Customer,26,F,Graduate,Blue,1109,0.783,4614,70,1,0.325,SecondClass,Customer N_6094
Existing Customer,46,M,Graduate,Blue,1043,0.7,4531,88,0.833,0.48,FirstClass,Customer N_6095
Existing Customer,57,F,Graduate,Blue,1550,0.672,5440,83,0.66,0.555,SecondClass,Customer N_6096
Existing Customer,43,F,Graduate,Blue,0,0.642,5138,84,0.68,0,SecondClass,Customer N_6097
Existing Customer,48,F,High School,Blue,0,0.885,5014,84,0.909,0,SecondClass,Customer N_6098
Existing Customer,52,F,High School,Blue,0,0.57,4188,79,0.881,0,SecondClass,Customer N_6099
Existing Customer,48,F,High School,Blue,2149,0.539,3630,78,0.696,0.611,SecondClass,Customer N_6100
Attrited Customer,41,F,Doctorate,Blue,0,0.644,2264,47,0.516,0,SecondClass,Customer N_6101
Attrited Customer,54,F,Graduate,Blue,351,0.721,2532,43,0.483,0.215,SecondClass,Customer N_6102
Existing Customer,46,M,College,Blue,1683,0.636,4242,64,0.73,0.43,SecondClass,Customer N_6103
Existing Customer,36,F,Graduate,Blue,1953,0.599,4373,89,0.935,0.839,SecondClass,Customer N_6104
Existing Customer,51,F,High School,Blue,2517,0.622,4526,95,0.638,0.779,SecondClass,Customer N_6105
Existing Customer,44,F,Graduate,Blue,1776,0.973,5097,77,0.833,0.577,SecondClass,Customer N_6106
Existing Customer,38,F,College,Blue,1288,1.009,4126,56,0.931,0.501,SecondClass,Customer N_6107
Existing Customer,50,F,High School,Blue,2238,0.625,4686,81,0.761,0.495,SecondClass,Customer N_6108
Attrited Customer,46,F,Doctorate,Blue,0,0.568,2595,31,0.409,0,SecondClass,Customer N_6109
Existing Customer,52,F,Uneducated,Blue,1928,1.043,4943,70,0.489,0.768,SecondClass,Customer N_6110
Attrited Customer,40,M,High School,Blue,191,0.818,2478,43,0.433,0.079,SecondClass,Customer N_6111
Attrited Customer,38,F,High School,Blue,0,0.882,2752,43,0.433,0,SecondClass,Customer N_6112
Existing Customer,44,F,Doctorate,Blue,2139,0.842,4961,85,0.635,0.702,SecondClass,Customer N_6113
Existing Customer,46,F,College,Blue,642,0.563,4894,84,0.826,0.446,SecondClass,Customer N_6114
Existing Customer,50,F,Graduate,Blue,1817,0.678,5119,83,0.766,0.606,SecondClass,Customer N_6115
Existing Customer,38,M,High School,Blue,1309,0.842,5066,76,0.9,0.91,SecondClass,Customer N_6116
Existing Customer,44,F,High School,Blue,0,0.926,4445,78,0.773,0,SecondClass,Customer N_6117
Attrited Customer,51,F,College,Blue,0,0.526,2811,52,0.3,0,SecondClass,Customer N_6118
Existing Customer,40,M,College,Blue,1701,0.532,4821,66,0.65,0.354,SecondClass,Customer N_6119
Existing Customer,31,F,High School,Blue,0,1.05,4794,73,0.921,0,SecondClass,Customer N_6120
Existing Customer,48,M,Doctorate,Blue,0,0.792,4775,78,0.66,0,SecondClass,Customer N_6121
Existing Customer,47,M,High School,Blue,0,0.913,4643,89,0.745,0,SecondClass,Customer N_6122
Attrited Customer,48,M,College,Blue,2517,0.869,2639,46,0.643,0.734,FirstClass,Customer N_6123
Existing Customer,51,F,High School,Blue,1345,0.61,4351,81,0.688,0.765,SecondClass,Customer N_6124
Attrited Customer,41,M,Doctorate,Blue,0,0.903,2718,44,0.63,0,FirstClass,Customer N_6125
Attrited Customer,43,M,Graduate,Blue,0,0.713,2389,49,0.361,0,SecondClass,Customer N_6126
Existing Customer,48,F,Uneducated,Blue,1802,0.762,5199,73,0.738,0.978,SecondClass,Customer N_6127
Existing Customer,49,M,College,Blue,1218,0.758,4997,89,0.712,0.558,SecondClass,Customer N_6128
Attrited Customer,47,M,High School,Blue,0,0.618,2607,41,0.367,0,FirstClass,Customer N_6129
Existing Customer,43,M,High School,Blue,0,0.63,4894,85,0.977,0,FirstClass,Customer N_6130
Existing Customer,55,M,Graduate,Blue,865,0.623,3761,58,0.657,0.053,FirstClass,Customer N_6131
Existing Customer,49,M,Graduate,Blue,1316,0.569,3863,69,0.643,0.038,FirstClass,Customer N_6132
Existing Customer,43,M,High School,Blue,1729,0.55,3607,75,0.471,0.406,SecondClass,Customer N_6133
Existing Customer,48,F,College,Blue,0,0.707,5045,82,0.745,0,SecondClass,Customer N_6134
Existing Customer,57,F,High School,Blue,2214,0.7,4750,89,0.978,0.731,SecondClass,Customer N_6135
Existing Customer,50,M,Uneducated,Blue,2349,0.883,4905,80,0.739,0.708,SecondClass,Customer N_6136
Attrited Customer,44,F,Graduate,Blue,0,0.735,2771,36,0.5,0,SecondClass,Customer N_6137
Existing Customer,43,F,Graduate,Blue,771,0.675,4387,91,0.655,0.476,SecondClass,Customer N_6138
Existing Customer,58,F,College,Blue,0,0.762,4731,71,0.651,0,SecondClass,Customer N_6139
Existing Customer,53,F,High School,Blue,2517,0.75,4520,84,0.68,0.725,SecondClass,Customer N_6140
Existing Customer,48,F,Graduate,Silver,1466,0.802,4892,94,0.593,0.134,SecondClass,Customer N_6141
Attrited Customer,59,F,Graduate,Blue,2517,0.703,2828,50,1.083,0.591,SecondClass,Customer N_6142
Existing Customer,42,F,Graduate,Blue,0,0.506,4486,74,0.682,0,SecondClass,Customer N_6143
Existing Customer,45,F,Graduate,Blue,1411,0.652,4182,85,0.848,0.284,SecondClass,Customer N_6144
Existing Customer,39,F,Graduate,Blue,801,1.155,4386,64,0.778,0.557,SecondClass,Customer N_6145
Existing Customer,45,F,Doctorate,Blue,0,0.712,4462,77,0.638,0,SecondClass,Customer N_6146
Existing Customer,48,F,Uneducated,Blue,1461,0.86,4610,78,0.773,0.597,SecondClass,Customer N_6147
Attrited Customer,45,M,College,Blue,0,0.825,2661,35,0.296,0,SecondClass,Customer N_6148
Existing Customer,56,F,Post-Graduate,Blue,1660,0.88,4586,72,0.756,0.552,SecondClass,Customer N_6149
Existing Customer,50,F,Graduate,Blue,841,0.717,4360,95,0.696,0.414,SecondClass,Customer N_6150
Existing Customer,53,F,Graduate,Blue,1643,0.964,5063,78,0.733,0.68,SecondClass,Customer N_6151
Existing Customer,51,M,High School,Silver,0,0.537,3722,69,0.725,0,SecondClass,Customer N_6152
Attrited Customer,44,F,High School,Blue,0,0.736,2472,40,0.429,0,SecondClass,Customer N_6153
Existing Customer,56,F,High School,Blue,1158,0.563,3588,63,0.432,0.567,SecondClass,Customer N_6154
Existing Customer,46,F,Graduate,Blue,0,0.74,5013,81,1.025,0,SecondClass,Customer N_6155
Existing Customer,54,F,High School,Blue,985,0.745,4148,54,0.862,0.627,SecondClass,Customer N_6156
Existing Customer,50,F,High School,Blue,0,0.682,4265,63,0.615,0,SecondClass,Customer N_6157
Existing Customer,52,M,Graduate,Blue,0,0.559,5472,70,0.591,0,FirstClass,Customer N_6158
Existing Customer,56,F,College,Blue,1194,0.49,4684,82,0.907,0.557,SecondClass,Customer N_6159
Existing Customer,42,M,Uneducated,Blue,1484,0.807,4195,89,0.854,0.173,SecondClass,Customer N_6160
Existing Customer,43,M,Uneducated,Blue,0,0.751,5200,89,0.679,0,SecondClass,Customer N_6161
Existing Customer,59,F,College,Blue,0,0.861,4783,91,0.685,0,SecondClass,Customer N_6162
Existing Customer,39,F,High School,Blue,2517,0.742,4817,87,0.776,0.894,SecondClass,Customer N_6163
Attrited Customer,53,F,Graduate,Blue,1166,0.562,2164,45,0.607,0.492,SecondClass,Customer N_6164
Attrited Customer,35,F,Graduate,Blue,0,0.676,2475,61,0.694,0,SecondClass,Customer N_6165
Attrited Customer,36,F,Graduate,Blue,0,0.721,2516,63,0.575,0,SecondClass,Customer N_6166
Attrited Customer,50,F,High School,Blue,1614,0.513,2272,57,0.541,0.6,SecondClass,Customer N_6167
Existing Customer,54,F,High School,Blue,1822,0.801,4883,71,0.614,0.574,SecondClass,Customer N_6168
Existing Customer,43,F,Graduate,Blue,1392,0.736,4233,77,0.791,0.482,SecondClass,Customer N_6169
Attrited Customer,46,F,High School,Blue,0,0.561,2135,44,0.419,0,SecondClass,Customer N_6170
Existing Customer,40,F,Graduate,Blue,1594,0.544,2480,47,0.567,0.607,SecondClass,Customer N_6171
Existing Customer,43,F,Graduate,Blue,2145,0.644,5066,75,0.786,0.665,SecondClass,Customer N_6172
Existing Customer,49,F,Graduate,Blue,785,0.657,3890,78,0.66,0.361,SecondClass,Customer N_6173
Existing Customer,49,F,High School,Blue,1347,0.655,4656,72,0.636,0.608,SecondClass,Customer N_6174
Existing Customer,47,F,Uneducated,Blue,1595,0.658,4766,87,0.582,0.567,SecondClass,Customer N_6175
Existing Customer,42,F,High School,Blue,1160,0.588,4163,83,0.804,0.366,SecondClass,Customer N_6176
Attrited Customer,54,F,High School,Blue,1012,0.46,2398,29,0.318,0.413,SecondClass,Customer N_6177
Existing Customer,36,F,Uneducated,Blue,0,0.536,4644,85,0.771,0,SecondClass,Customer N_6178
Existing Customer,56,M,Graduate,Blue,723,0.793,5110,86,0.593,0.493,SecondClass,Customer N_6179
Existing Customer,52,F,Graduate,Blue,2362,0.67,4663,85,0.771,0.973,SecondClass,Customer N_6180
Existing Customer,59,M,Graduate,Blue,1861,0.791,4740,78,0.95,0.103,FirstClass,Customer N_6181
Existing Customer,44,F,High School,Blue,1538,0.514,4999,95,0.557,0.338,SecondClass,Customer N_6182
Existing Customer,57,F,Graduate,Blue,0,0.731,5750,73,0.872,0,SecondClass,Customer N_6183
Existing Customer,48,F,High School,Blue,1255,0.61,4189,83,0.976,0.598,SecondClass,Customer N_6184
Existing Customer,47,M,High School,Blue,989,0.726,5065,80,0.667,0.499,SecondClass,Customer N_6185
Existing Customer,52,M,College,Blue,1007,0.726,4844,83,0.976,0.128,SecondClass,Customer N_6186
Existing Customer,46,F,High School,Blue,1687,0.645,5577,95,0.759,0.506,SecondClass,Customer N_6187
Existing Customer,34,F,Post-Graduate,Blue,1398,1.009,5228,68,0.7,0.81,SecondClass,Customer N_6188
Existing Customer,45,F,Doctorate,Blue,1523,0.724,4878,92,0.804,0.522,SecondClass,Customer N_6189
Existing Customer,49,M,Doctorate,Blue,1545,0.775,3911,80,0.778,0.807,SecondClass,Customer N_6190
Existing Customer,43,M,Graduate,Blue,2098,0.665,5021,84,0.68,0.43,SecondClass,Customer N_6191
Existing Customer,41,F,College,Blue,1542,0.71,4887,76,0.617,0.746,SecondClass,Customer N_6192
Existing Customer,53,F,High School,Blue,1115,0.624,4341,69,0.643,0.515,SecondClass,Customer N_6193
Existing Customer,42,F,Graduate,Blue,1835,0.644,4042,60,0.714,0.294,SecondClass,Customer N_6194
Existing Customer,43,F,High School,Blue,0,0.532,4838,81,0.929,0,SecondClass,Customer N_6195
Existing Customer,45,M,College,Blue,1591,0.927,4598,80,1,0.337,SecondClass,Customer N_6196
Existing Customer,44,F,Uneducated,Blue,1265,0.755,5626,77,1.081,0.556,SecondClass,Customer N_6197
Existing Customer,44,F,High School,Blue,1169,0.558,4429,78,0.529,0.813,SecondClass,Customer N_6198
Existing Customer,51,F,Graduate,Blue,1039,0.595,4684,86,0.755,0.282,SecondClass,Customer N_6199
Existing Customer,38,F,High School,Blue,1303,0.391,4488,88,0.833,0.479,SecondClass,Customer N_6200
Existing Customer,43,M,High School,Silver,2045,0.59,4081,54,0.421,0.059,FirstClass,Customer N_6201
Existing Customer,48,M,Graduate,Blue,1499,0.598,4091,71,0.651,0.723,SecondClass,Customer N_6202
Existing Customer,53,M,Graduate,Blue,1512,0.558,4985,87,0.776,0.237,FirstClass,Customer N_6203
Existing Customer,42,M,College,Blue,0,0.887,4246,83,0.804,0,SecondClass,Customer N_6204
Existing Customer,50,M,Uneducated,Blue,0,0.929,4738,56,0.867,0,FirstClass,Customer N_6205
Existing Customer,46,F,High School,Blue,1807,0.573,4144,73,0.78,0.636,SecondClass,Customer N_6206
Existing Customer,33,F,Uneducated,Blue,1777,0.639,5271,76,0.854,0.971,SecondClass,Customer N_6207
Existing Customer,37,M,Doctorate,Blue,1204,0.539,3696,82,0.822,0.51,FirstClass,Customer N_6208
Existing Customer,43,M,High School,Blue,1882,0.796,4667,91,0.82,0.506,SecondClass,Customer N_6209
Attrited Customer,56,F,Graduate,Blue,0,0.315,1988,42,0.355,0,SecondClass,Customer N_6210
Existing Customer,42,M,Uneducated,Blue,1195,0.651,4955,83,0.627,0.522,SecondClass,Customer N_6211
Existing Customer,44,F,Uneducated,Blue,894,0.762,4687,85,0.932,0.622,SecondClass,Customer N_6212
Existing Customer,43,F,Graduate,Blue,1108,0.774,5244,87,0.706,0.271,SecondClass,Customer N_6213
Attrited Customer,38,F,High School,Blue,2426,0.983,2750,41,0.367,0.831,SecondClass,Customer N_6214
Attrited Customer,49,F,Graduate,Blue,0,0.612,2870,49,0.75,0,SecondClass,Customer N_6215
Existing Customer,62,F,College,Blue,1685,0.597,3908,80,0.702,0.416,SecondClass,Customer N_6216
Existing Customer,45,M,Doctorate,Blue,1162,0.539,4598,86,0.623,0.808,FirstClass,Customer N_6217
Existing Customer,40,M,College,Blue,2025,0.753,4957,90,0.765,0.186,SecondClass,Customer N_6218
Existing Customer,51,M,Doctorate,Blue,2006,0.555,4097,67,0.763,0.581,SecondClass,Customer N_6219
Existing Customer,41,M,High School,Blue,2171,0.842,4754,77,0.674,0.105,SecondClass,Customer N_6220
Existing Customer,49,F,Post-Graduate,Blue,1568,0.537,4466,69,0.533,0.632,SecondClass,Customer N_6221
Existing Customer,61,M,High School,Blue,2050,0.499,4479,71,0.69,0.849,SecondClass,Customer N_6222
Existing Customer,33,F,College,Blue,0,0.566,4641,85,0.7,0,SecondClass,Customer N_6223
Existing Customer,35,F,Doctorate,Blue,0,0.62,5020,94,0.843,0,SecondClass,Customer N_6224
Existing Customer,41,F,High School,Blue,1861,0.794,5111,83,0.66,0.715,SecondClass,Customer N_6225
Existing Customer,49,M,High School,Blue,0,0.627,3459,53,0.71,0,SecondClass,Customer N_6226
Existing Customer,52,F,Graduate,Blue,0,0.811,3763,82,0.864,0,SecondClass,Customer N_6227
Existing Customer,45,F,College,Blue,1058,0.778,5575,73,0.738,0.589,SecondClass,Customer N_6228
Existing Customer,42,F,Graduate,Blue,1127,0.705,4833,71,0.69,0.583,SecondClass,Customer N_6229
Existing Customer,41,M,Graduate,Blue,0,0.781,3906,87,0.977,0,FirstClass,Customer N_6230
Existing Customer,54,F,High School,Blue,541,0.742,4633,84,0.68,0.096,SecondClass,Customer N_6231
Existing Customer,60,F,Graduate,Blue,2356,0.621,4621,91,0.75,0.727,SecondClass,Customer N_6232
Existing Customer,37,F,College,Blue,683,0.85,4835,77,0.75,0.186,SecondClass,Customer N_6233
Existing Customer,44,M,Graduate,Blue,0,0.609,3912,79,0.975,0,SecondClass,Customer N_6234
Existing Customer,52,M,Graduate,Blue,2437,0.601,3946,63,0.75,0.513,SecondClass,Customer N_6235
Existing Customer,43,M,High School,Blue,1780,0.79,4898,80,0.667,0.473,SecondClass,Customer N_6236
Attrited Customer,40,F,High School,Blue,1573,0.636,2416,45,0.667,0.286,SecondClass,Customer N_6237
Existing Customer,39,F,Doctorate,Blue,747,0.621,5152,90,0.765,0.21,SecondClass,Customer N_6238
Existing Customer,44,F,High School,Blue,2330,0.858,5357,91,0.978,0.735,SecondClass,Customer N_6239
Existing Customer,41,M,High School,Blue,1504,0.601,4015,76,1,0.439,SecondClass,Customer N_6240
Existing Customer,50,M,Graduate,Blue,1578,0.761,5298,71,0.919,0.781,SecondClass,Customer N_6241
Existing Customer,54,F,College,Blue,1313,0.689,4609,61,0.794,0.537,SecondClass,Customer N_6242
Existing Customer,51,F,Graduate,Blue,1663,0.712,4841,88,0.725,0.789,SecondClass,Customer N_6243
Existing Customer,48,M,College,Blue,0,0.665,4520,75,0.923,0,FirstClass,Customer N_6244
Existing Customer,50,M,Graduate,Blue,0,0.898,4793,88,0.63,0,FirstClass,Customer N_6245
Existing Customer,40,F,College,Blue,1787,0.685,4758,67,0.558,0.568,SecondClass,Customer N_6246
Existing Customer,47,F,Post-Graduate,Blue,1851,0.687,4904,85,0.7,0.679,SecondClass,Customer N_6247
Existing Customer,53,F,High School,Blue,994,0.713,4194,78,0.857,0.53,SecondClass,Customer N_6248
Attrited Customer,45,M,Uneducated,Blue,2517,0.631,2305,42,0.448,0.353,FirstClass,Customer N_6249
Existing Customer,44,M,Uneducated,Blue,0,0.488,4797,82,0.907,0,SecondClass,Customer N_6250
Existing Customer,45,F,High School,Blue,2517,0.595,4971,65,0.757,0.882,SecondClass,Customer N_6251
Existing Customer,50,F,Graduate,Blue,1419,0.78,4563,89,0.712,0.596,SecondClass,Customer N_6252
Existing Customer,54,F,Graduate,Blue,1779,0.883,4854,74,0.947,0.629,SecondClass,Customer N_6253
Existing Customer,52,F,Graduate,Blue,2168,0.662,4452,89,0.894,0.585,SecondClass,Customer N_6254
Attrited Customer,49,F,Graduate,Blue,0,0.76,2622,53,0.71,0,SecondClass,Customer N_6255
Existing Customer,47,F,Uneducated,Blue,0,0.638,5047,79,0.837,0,SecondClass,Customer N_6256
Existing Customer,52,F,High School,Blue,1765,0.857,4515,77,0.925,0.689,SecondClass,Customer N_6257
Existing Customer,46,F,High School,Blue,1738,0.647,4588,75,0.923,0.917,SecondClass,Customer N_6258
Existing Customer,55,F,Uneducated,Blue,1929,0.609,4726,87,0.812,0.743,SecondClass,Customer N_6259
Attrited Customer,44,F,Graduate,Blue,561,0.741,2558,38,0.652,0.134,SecondClass,Customer N_6260
Existing Customer,43,F,Uneducated,Blue,966,0.647,4774,74,0.805,0.598,SecondClass,Customer N_6261
Existing Customer,42,M,Uneducated,Blue,1738,0.72,5022,76,0.854,0.263,SecondClass,Customer N_6262
Attrited Customer,50,F,Uneducated,Blue,0,0.445,2037,43,0.387,0,SecondClass,Customer N_6263
Existing Customer,38,F,High School,Blue,1908,0.758,5616,73,0.659,0.628,SecondClass,Customer N_6264
